timestamp,token_id,market,expires,price,agg_dwell,agg_density,agg_throughput,agg_sog,multi_port,composite_score,signal
2026-03-29T00:48:22.140141+00:00,34523777569717412486079829083221613352783431812341266998118815593138999201307,Will Crude Oil (CL) hit (HIGH) $105 by end of March?,2026-03-31,0.447,0.0,0.5,0.0,0.66,0.0,0.0,NEUTRAL
